@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country,entry_number
true,https://api.elsevier.com/content/affiliation/affiliation_id/60281340,60281340,"Centro de Gerociencia, Salud Mental y Metabolismo",Santiago,Chile,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60257150,60257150,Medizinische Fakultät Mannheim,Mannheim,Germany,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60211256,60211256,Alzheimer Europe,Luxembourg,Luxembourg,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60204358,60204358,Medizinische Fakultät,Koln,Germany,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60122579,60122579,College of Health and Human Sciences,West Lafayette,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60121548,60121548,Department of Neurosciences,La Jolla,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60110665,60110665,UC San Diego Health,San Diego,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60107779,60107779,Universidad de la Costa,Barranquilla,Colombia,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60106793,60106793,Institut des Maladies Neurodégénératives,Bordeaux,France,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60105915,60105915,San Francisco VA Health Care System,San Francisco,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60105475,60105475,Scuola Universitaria Superiore IUSS di Pavia,Pavia,Italy,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103674,60103674,Deutsches Zentrum für Neurodegenerative Erkrankungen,Bonn,Germany,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103673,60103673,Itä-Suomen yliopisto,Kuopio,Finland,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60085102,60085102,Centro de Investigación Biomédica en Red de Enfermedades Neurodegenerativas,Madrid,Spain,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60083543,60083543,IRCCS Fondazione Mondino,Pavia,Italy,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60079887,60079887,VA San Diego Healthcare System,San Diego,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60068651,60068651,Universitat Internacional de Catalunya,Barcelona,Spain,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60055833,60055833,Universidad de Antioquia,Medellin,Colombia,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031699,60031699,Sahlgrenska Universitetssjukhuset,Gothenburg,Sweden,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030769,60030769,Vanderbilt University Medical Center,Nashville,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030074,60030074,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029929,60029929,Massachusetts General Hospital,Boston,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027675,60027675,Sahlgrenska Akademin,Gothenburg,Sweden,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026553,60026553,University of Melbourne,Melbourne,Australia,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024609,60024609,Indiana University-Purdue University Indianapolis,Indianapolis,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024120,60024120,Fundacion Para La Lucha Contra Las Enfermedades Neurologicas de La Infancia,Buenos Aires,Argentina,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024025,60024025,Universität zu Köln,Koln,Germany,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023691,60023691,"University of California, San Francisco",San Francisco,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023020,60023020,Universitat Autònoma de Barcelona,Cerdanyola del Valles,Spain,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022148,60022148,University College London,London,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022132,60022132,University of St Andrews,St Andrews,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021564,60021564,Centre Hospitalier Universitaire de Bordeaux,Talence,France,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020469,60020469,UNC School of Medicine,Chapel Hill,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019953,60019953,UCL Queen Square Institute of Neurology,London,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019295,60019295,Karolinska Universitetssjukhuset,Stockholm,Sweden,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015622,60015622,Hôpital Universitaire Pitié Salpêtrière,Paris,France,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015527,60015527,McLean Hospital,Belmont,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015300,60015300,Università degli Studi di Brescia,Brescia,Italy,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015183,60015183,Keck School of Medicine of USC,Los Angeles,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015022,60015022,Geriatric Research Education and Clinical Center,Gainesville,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013867,60013867,Purdue University College of Pharmacy,West Lafayette,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013332,60013332,Det Sundhedsvidenskabelige Fakultet,Copenhagen,Denmark,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012936,60012936,Cliniques Universitaires Saint-Luc,Brussels,Belgium,1
