@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country,entry_number
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020661,60020661,University of Liverpool,Liverpool,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023004,60023004,University of Delaware,Newark,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006297,60006297,University of Pennsylvania,Philadelphia,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60105918,60105918,VA Boston Healthcare System,West Roxbury,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032907,60032907,Institució Catalana de Recerca i Estudis Avançats,Barcelona,Spain,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032499,60032499,Harvard T.H. Chan School of Public Health,Boston,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027550,60027550,"University of California, Los Angeles",Los Angeles,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025286,60025286,The George Washington University School of Medicine and Health Sciences,"Washington, D.C.",United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021784,60021784,New York University,New York,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018691,60018691,Rush University Medical Center,Chicago,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016069,60016069,Loma Linda University School of Medicine,Loma Linda,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015543,60015543,University of Pittsburgh,Pittsburgh,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012219,60012219,American Heart Association,Dallas,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012018,60012018,University of Pittsburgh Medical Center,Pittsburgh,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010966,60010966,VCU School of Medicine,Richmond,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010065,60010065,The University of Arizona,Tucson,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001361,60001361,University of Pittsburgh School of Medicine,Pittsburgh,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001262,60001262,United States Air Force,Arlington,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/123328270,123328270,Lifestyle Medical,Riverside,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/122263416,122263416,True Health Initiative,Derby,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/121044193,121044193,YMCA of Ardmore,Ardmore,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/115827139,115827139,Phipps Conservatory and Botanical Gardens,Pittsburgh,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/115541376,115541376,American College of Lifestyle Medicine,Chesterfield,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/101502779,101502779,Children's Community Care,Pittsburgh,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60280747,60280747,"University of Bath, Department of Life Sciences",Bath,United Kingdom,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60174564,60174564,"Instituto de Ecología, UNAM",Mexico,Mexico,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60095231,60095231,Instituto Nacional de Medicina Genómica,Mexico,Mexico,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60069652,60069652,Instituto de Fisiologia Celular de la UNAM,Mexico,Mexico,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023998,60023998,Cardiff University,Cardiff,United Kingdom,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019702,60019702,University of Birmingham,Birmingham,United Kingdom,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60162089,60162089,"School of Medicine, Dentistry &amp; Nursing",Glasgow,United Kingdom,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60119925,60119925,Department of Clinical Neurosciences,Cambridge,United Kingdom,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60110825,60110825,Edinburgh Medical School,Edinburgh,United Kingdom,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60106366,60106366,National University Health System,Singapore City,Singapore,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60073509,60073509,West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071127,60071127,Icelandic Heart Association,Kopavogur,Iceland,5
