@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country,entry_number
true,https://api.elsevier.com/content/affiliation/affiliation_id/60122067,60122067,Children's Hospital of Chongqing Medical University,Chongqing,China,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020870,60020870,Chongqing Medical University,Chongqing,China,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/127727660,127727660,Chongqing Key Laboratory of Child Rare Diseases in Infection and Immunity,Chongqing,China,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60104946,60104946,Cornell University College of Engineering,Ithaca,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020908,60020908,Georgetown Lombardi Comprehensive Cancer Center,"Washington, D.C.",United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015140,60015140,The Ohio State University Wexner Medical Center,Columbus,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003500,60003500,The Ohio State University,Columbus,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002441,60002441,Baylor College of Medicine,Houston,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002058,60002058,The Ohio State University Comprehensive Cancer Center,Columbus,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60196832,60196832,UniCamillus - Saint Camillus International University of Health and Medical Sciences,Rome,Italy,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60118584,60118584,"Institutionen för Kliniska Vetenskaper, Lund",Lund,Sweden,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60072517,60072517,Deutsches Rheuma-Forschungszentrum,Berlin,Germany,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60066451,60066451,Ospedale San Pietro Fatebenefratelli,Rome,Italy,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032113,60032113,Stiftelsen Stockholms Läns Aldrecentrum,Stockholm,Sweden,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031276,60031276,Université de Franche-Comté,Besancon,France,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027466,60027466,Centre Hospitalier Universitaire de Besançon,Besancon,France,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027142,60027142,Organisation Mondiale de la Santé,Geneva,Switzerland,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026245,60026245,Charité – Universitätsmedizin Berlin,Berlin,Germany,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022778,60022778,Università degli studi di Bari Aldo Moro,Bari,Italy,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021199,60021199,Consiglio Nazionale delle Ricerche,Rome,Italy,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018869,60018869,Universiteit Maastricht,Maastricht,Netherlands,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017697,60017697,Università degli Studi di Palermo,Palermo,Italy,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014077,60014077,Skånes Universitetssjukhus,Lund,Sweden,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012311,60012311,Karolinska Institutet,Stockholm,Sweden,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009963,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008870,60008870,Tel Aviv Sourasky Medical Center,Tel Aviv-Yafo,Israel,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60004718,60004718,Université de Genève,Geneva,Switzerland,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000765,60000765,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,Germany,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/132287103,132287103,County Hospital Winterthur,Winterthur,Sweden,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/132286599,132286599,Happy Ageing Alliance,Rome,Italy,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/116732568,116732568,International Federation on Ageing,Toronto,Canada,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/112233428,112233428,Federation of European Academies of Medicine,Brussels,Belgium,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/106436022,106436022,Galliera Hospitals,Genoa,Italy,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60136211,60136211,Deutsches Zentrum für Diabetesforschung,Oberschleissheim,Germany,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60106629,60106629,Deutsches Zentrum für Herz-Kreislauf-Forschung e. V.,Berlin,Germany,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60072750,60072750,Weill Cornell Medicine-Qatar,Doha,Qatar,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071127,60071127,Icelandic Heart Association,Kopavogur,Iceland,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071115,60071115,Læknadeild Háskóla Íslands,Reykjavik,Iceland,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028717,60028717,Ludwig-Maximilians-Universität München,Munich,Germany,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027565,60027565,Columbia University Irving Medical Center,New York,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026680,60026680,NUS Yong Loo Lin School of Medicine,Singapore City,Singapore,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024007,60024007,Helmholtz Center Munich German Research Center for Environmental Health,Oberschleissheim,Germany,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021947,60021947,Indiana University School of Medicine,Indianapolis,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021802,60021802,Univerza v Ljubljani Medicinska Fakulteta,Ljubljana,Slovenia,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009452,60009452,Rush Alzheimer’s Disease Center,Chicago,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007997,60007997,Weill Cornell Medicine,New York,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005200,60005200,Duke University School of Medicine,Durham,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002333,60002333,"Mayo Clinic in Jacksonville, Florida",Jacksonville,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60101765,60101765,"Food and Drug Administration, Center for Devices and Radiological Health",Rockville,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032105,60032105,NYU Langone Health,New York,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025641,60025641,Universität Freiburg,Freiburg im Breisgau,Germany,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024805,60024805,Universitätsklinikum Freiburg,Freiburg im Breisgau,Germany,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024052,60024052,Hannover Medical School,Hannover,Germany,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017336,60017336,National Institute of Allergy and Infectious Diseases (NIAID),Bethesda,United States,5
